Date,City,Temperature,Humidity,Pressure,Wind Speed
2023-05-20,Kolkata,20.54,74,1024,3.42
2023-05-21,Mumbai,15.11,46,1010,6.18
2023-05-22,Delhi,31.91,66,1012,0.66
2023-05-23,Bangalore,15.38,52,1004,5.1
2023-05-24,Chennai,31.55,49,1025,5.12
2023-05-25,Kolkata,22.55,42,1019,3.08
2023-05-26,Mumbai,30.98,90,1006,8.86
2023-05-27,Delhi,26.65,82,1025,5.69
2023-05-28,Bangalore,26.94,56,1013,6.21
2023-05-29,Chennai,26.13,70,1005,4.7
2023-05-30,Kolkata,17.86,56,1021,3.34
2023-05-31,Mumbai,28.78,58,1005,8.53
2023-06-01,Delhi,22.64,71,1024,4.51
2023-06-02,Bangalore,37.43,75,1000,6.8
2023-06-03,Chennai,37.81,48,1006,9.45
2023-06-04,Kolkata,35.35,82,1023,6.55
2023-06-05,Mumbai,30.1,73,1005,5.19
2023-06-06,Delhi,37.24,85,1022,8.08
2023-06-07,Bangalore,24.06,88,1012,1.3
2023-06-08,Chennai,20.19,71,1021,0.52
2023-06-09,Kolkata,27.22,60,1008,2.91
2023-06-10,Mumbai,27.54,61,1023,3.78
2023-06-11,Delhi,29.22,71,1008,4.11
2023-06-12,Bangalore,21.59,86,1021,3.81
2023-06-13,Chennai,33.42,49,1008,8.48
2023-06-14,Kolkata,32.71,81,1000,8.24
2023-06-15,Mumbai,28.35,89,1004,2.35
2023-06-16,Delhi,29.47,59,1010,8.2
2023-06-17,Bangalore,28.06,86,1012,7.62
2023-06-18,Chennai,15.26,77,1021,8.61
2023-06-19,Kolkata,21.38,40,1001,3.59
2023-06-20,Mumbai,38.68,71,1013,5.49
2023-06-21,Delhi,27.29,80,1004,1.67
2023-06-22,Bangalore,27.24,84,1017,3.58
2023-06-23,Chennai,30.49,45,1006,6.05
2023-06-24,Kolkata,20.26,63,1004,7.82
2023-06-25,Mumbai,31.23,79,1006,5.78
2023-06-26,Delhi,17.02,42,1009,6.76
2023-06-27,Bangalore,32.26,83,1022,8.68
2023-06-28,Chennai,28.67,76,1025,6.46
2023-06-29,Kolkata,24.93,40,1018,6.29
2023-06-30,Mumbai,25.83,59,1022,1.22
2023-07-01,Delhi,33.67,70,1019,4.92
2023-07-02,Bangalore,20.39,67,1021,8.87
2023-07-03,Chennai,32.89,57,1011,2.27
2023-07-04,Kolkata,37.76,78,1020,2.1
2023-07-05,Mumbai,27.27,73,1019,3.11
2023-07-06,Delhi,24.69,50,1012,0.56
2023-07-07,Bangalore,17.88,58,1015,7.25
2023-07-08,Chennai,26.86,84,1012,1.7
2023-07-09,Kolkata,28.35,87,1012,3.52
2023-07-10,Mumbai,37.54,63,1010,1.42
2023-07-11,Delhi,30.18,51,1001,0.97
2023-07-12,Bangalore,38.99,65,1021,8.22
2023-07-13,Chennai,23.93,62,1021,5.17
2023-07-14,Kolkata,28.16,59,1020,8.47
2023-07-15,Mumbai,35.28,76,1007,4.43
2023-07-16,Delhi,19.18,51,1013,6.49
2023-07-17,Bangalore,30.25,41,1023,9.06
2023-07-18,Chennai,19.2,80,1010,2.06
2023-07-19,Kolkata,31.87,90,1002,9.48
2023-07-20,Mumbai,24.52,90,1009,6.05
2023-07-21,Delhi,15.09,85,1017,7.74
2023-07-22,Bangalore,37.68,47,1007,4.35
2023-07-23,Chennai,34.98,61,1018,3.89
2023-07-24,Kolkata,19.82,86,1002,9.73
2023-07-25,Mumbai,23.95,47,1001,6.57
2023-07-26,Delhi,39.55,68,1022,7.63
2023-07-27,Bangalore,23.48,52,1011,8.12
2023-07-28,Chennai,26.28,45,1007,6.51
2023-07-29,Kolkata,34.37,40,1007,5.43
2023-07-30,Mumbai,32.0,62,1010,7.59
2023-07-31,Delhi,18.0,53,1021,7.25
2023-08-01,Bangalore,34.27,62,1006,7.75
2023-08-02,Chennai,24.47,74,1008,8.09
2023-08-03,Kolkata,33.38,54,1016,9.94
2023-08-04,Mumbai,34.87,60,1019,8.56
2023-08-05,Delhi,28.15,44,1008,4.52
2023-08-06,Bangalore,21.65,53,1014,2.69
2023-08-07,Chennai,32.31,67,1020,4.25
2023-08-08,Kolkata,22.8,59,1023,5.62
2023-08-09,Mumbai,36.74,86,1006,7.74
2023-08-10,Delhi,15.65,48,1010,8.53
2023-08-11,Bangalore,19.53,86,1023,9.68
2023-08-12,Chennai,25.86,87,1016,4.18
2023-08-13,Kolkata,29.5,60,1018,1.35
2023-08-14,Mumbai,16.24,52,1017,8.95
2023-08-15,Delhi,20.28,72,1023,7.72
2023-08-16,Bangalore,16.37,42,1012,3.89
2023-08-17,Chennai,28.84,65,1010,1.15
2023-08-18,Kolkata,29.89,59,1025,8.7
2023-08-19,Mumbai,27.6,47,1014,3.11
2023-08-20,Delhi,39.16,56,1007,9.03
2023-08-21,Bangalore,28.55,80,1015,9.92
2023-08-22,Chennai,19.83,89,1005,1.3
2023-08-23,Kolkata,28.45,80,1004,1.6
2023-08-24,Mumbai,17.81,57,1013,9.71
2023-08-25,Delhi,30.22,83,1006,3.23
2023-08-26,Bangalore,25.95,76,1024,5.64
2023-08-27,Chennai,36.57,54,1002,1.16
2023-08-28,Kolkata,37.7,55,1003,5.93
2023-08-29,Mumbai,24.43,79,1007,6.26
2023-08-30,Delhi,19.3,85,1004,1.47
2023-08-31,Bangalore,38.73,73,1011,1.58
2023-09-01,Chennai,33.28,75,1001,0.98
2023-09-02,Kolkata,28.23,64,1001,9.95
2023-09-03,Mumbai,21.1,84,1021,9.18
2023-09-04,Delhi,32.84,88,1003,3.26
2023-09-05,Bangalore,39.19,58,1016,7.54
2023-09-06,Chennai,36.18,46,1019,9.67
2023-09-07,Kolkata,24.07,52,1019,4.77
2023-09-08,Mumbai,31.85,77,1002,3.31
2023-09-09,Delhi,28.37,46,1016,1.39
2023-09-10,Bangalore,31.44,84,1002,5.62
2023-09-11,Chennai,35.07,49,1010,2.86
2023-09-12,Kolkata,25.86,53,1018,8.19
2023-09-13,Mumbai,35.31,88,1007,3.9
2023-09-14,Delhi,38.58,41,1022,8.68
2023-09-15,Bangalore,21.05,56,1011,7.24
2023-09-16,Chennai,25.62,74,1004,6.57
2023-09-17,Kolkata,33.84,41,1017,3.41
2023-09-18,Mumbai,39.71,75,1018,1.69
2023-09-19,Delhi,25.81,86,1009,9.19
2023-09-20,Bangalore,34.13,50,1025,6.57
2023-09-21,Chennai,39.8,43,1021,3.35
2023-09-22,Kolkata,38.36,46,1024,0.76
2023-09-23,Mumbai,31.84,76,1006,8.79
2023-09-24,Delhi,18.48,59,1025,7.23
2023-09-25,Bangalore,24.88,56,1011,1.34
2023-09-26,Chennai,23.32,51,1022,7.98
2023-09-27,Kolkata,26.95,45,1006,3.38
2023-09-28,Mumbai,18.28,80,1006,5.55
2023-09-29,Delhi,36.85,40,1015,5.13
2023-09-30,Bangalore,31.13,88,1022,2.56
2023-10-01,Chennai,15.57,54,1002,5.95
2023-10-02,Kolkata,18.56,90,1018,4.45
2023-10-03,Mumbai,18.83,65,1015,6.51
2023-10-04,Delhi,39.84,70,1008,8.94
2023-10-05,Bangalore,38.84,77,1009,4.72
2023-10-06,Chennai,24.22,65,1003,1.4
2023-10-07,Kolkata,17.41,44,1008,5.35
2023-10-08,Mumbai,36.6,55,1025,3.35
2023-10-09,Delhi,39.71,73,1017,2.26
2023-10-10,Bangalore,36.19,65,1017,6.54
2023-10-11,Chennai,22.87,64,1000,2.68
2023-10-12,Kolkata,21.36,49,1011,1.95
2023-10-13,Mumbai,20.77,76,1016,9.93
2023-10-14,Delhi,34.81,70,1003,4.4
2023-10-15,Bangalore,24.73,82,1010,7.83
2023-10-16,Chennai,38.76,46,1021,8.17
2023-10-17,Kolkata,21.87,65,1016,3.09
2023-10-18,Mumbai,26.53,81,1008,7.86
2023-10-19,Delhi,33.11,83,1011,6.41
2023-10-20,Bangalore,26.1,83,1006,7.66
2023-10-21,Chennai,26.73,82,1018,9.7
2023-10-22,Kolkata,36.92,54,1010,2.36
2023-10-23,Mumbai,23.14,87,1023,7.88
2023-10-24,Delhi,32.55,53,1018,8.82
2023-10-25,Bangalore,36.71,59,1006,4.31
2023-10-26,Chennai,16.67,43,1001,5.8
2023-10-27,Kolkata,20.12,44,1000,3.06
2023-10-28,Mumbai,29.54,58,1007,3.81
2023-10-29,Delhi,21.18,43,1016,9.26
2023-10-30,Bangalore,27.12,48,1000,1.97
2023-10-31,Chennai,15.87,41,1011,4.15
2023-11-01,Kolkata,38.2,50,1002,3.29
2023-11-02,Mumbai,24.64,45,1001,9.55
2023-11-03,Delhi,34.43,63,1013,6.92
2023-11-04,Bangalore,39.31,88,1019,9.19
2023-11-05,Chennai,19.42,74,1013,4.24
2023-11-06,Kolkata,17.87,41,1020,0.8
2023-11-07,Mumbai,22.15,46,1005,5.81
2023-11-08,Delhi,26.88,62,1019,4.95
2023-11-09,Bangalore,22.08,69,1017,3.97
2023-11-10,Chennai,32.0,70,1013,8.8
2023-11-11,Kolkata,25.11,66,1005,8.37
2023-11-12,Mumbai,23.6,45,1008,1.22
2023-11-13,Delhi,24.29,50,1007,8.37
2023-11-14,Bangalore,35.47,40,1001,0.84
2023-11-15,Chennai,38.93,67,1012,5.16
2023-11-16,Kolkata,28.68,45,1011,3.5
2023-11-17,Mumbai,36.49,80,1007,6.11
2023-11-18,Delhi,26.23,78,1012,3.68
2023-11-19,Bangalore,39.0,71,1015,8.48
2023-11-20,Chennai,23.11,44,1016,2.03
2023-11-21,Kolkata,37.07,56,1016,7.22
2023-11-22,Mumbai,23.41,54,1011,7.11
2023-11-23,Delhi,24.35,86,1017,3.24
2023-11-24,Bangalore,21.39,56,1011,3.68
2023-11-25,Chennai,26.81,69,1023,0.69
2023-11-26,Kolkata,19.8,77,1010,3.47
2023-11-27,Mumbai,19.69,90,1017,0.81
2023-11-28,Delhi,28.78,69,1021,3.15
2023-11-29,Bangalore,29.95,51,1003,6.39
2023-11-30,Chennai,15.08,74,1023,5.02
2023-12-01,Kolkata,32.64,90,1016,7.41
2023-12-02,Mumbai,35.98,61,1013,2.64
2023-12-03,Delhi,24.27,75,1008,9.76
2023-12-04,Bangalore,35.5,83,1007,1.8
2023-12-05,Chennai,32.32,70,1010,1.13
2023-12-06,Kolkata,33.81,78,1023,8.49
2023-12-07,Mumbai,32.96,44,1001,6.75
2023-12-08,Delhi,25.65,59,1009,0.57
2023-12-09,Bangalore,32.5,50,1017,4.24
2023-12-10,Chennai,32.76,83,1020,3.14
2023-12-11,Kolkata,33.93,54,1023,8.82
2023-12-12,Mumbai,38.28,80,1000,1.23
2023-12-13,Delhi,33.93,56,1011,7.97
2023-12-14,Bangalore,15.97,69,1023,8.0
2023-12-15,Chennai,23.74,54,1018,6.46
2023-12-16,Kolkata,39.92,87,1001,1.18
2023-12-17,Mumbai,26.73,65,1007,6.58
2023-12-18,Delhi,20.54,88,1019,9.13
2023-12-19,Bangalore,21.67,63,1025,7.66
2023-12-20,Chennai,27.02,52,1007,9.87
2023-12-21,Kolkata,38.2,80,1022,1.34
2023-12-22,Mumbai,29.52,83,1004,9.55
2023-12-23,Delhi,27.54,90,1008,4.18
2023-12-24,Bangalore,25.02,76,1016,7.84
2023-12-25,Chennai,27.69,70,1015,5.2
2023-12-26,Kolkata,35.69,88,1010,0.85
2023-12-27,Mumbai,15.25,48,1017,1.62
2023-12-28,Delhi,27.27,90,1015,1.54
2023-12-29,Bangalore,28.74,67,1022,0.83
2023-12-30,Chennai,22.94,50,1009,4.44
2023-12-31,Kolkata,21.4,76,1005,4.47
2024-01-01,Mumbai,20.17,52,1020,3.92
2024-01-02,Delhi,26.04,51,1025,2.34
2024-01-03,Bangalore,39.38,59,1007,8.7
2024-01-04,Chennai,39.25,58,1024,7.33
2024-01-05,Kolkata,38.92,46,1009,8.22
2024-01-06,Mumbai,27.86,71,1004,0.65
2024-01-07,Delhi,26.42,76,1024,9.67
2024-01-08,Bangalore,36.33,41,1016,3.7
2024-01-09,Chennai,25.44,73,1022,8.28
2024-01-10,Kolkata,28.11,59,1015,2.96
2024-01-11,Mumbai,15.49,77,1002,1.06
2024-01-12,Delhi,33.53,69,1023,5.26
2024-01-13,Bangalore,36.74,59,1019,5.44
2024-01-14,Chennai,33.93,51,1012,4.88
2024-01-15,Kolkata,27.69,42,1018,0.69
2024-01-16,Mumbai,29.62,68,1020,2.01
2024-01-17,Delhi,32.2,41,1006,5.77
2024-01-18,Bangalore,38.85,78,1011,6.92
2024-01-19,Chennai,33.56,50,1009,6.59
2024-01-20,Kolkata,30.48,55,1016,7.9
2024-01-21,Mumbai,35.98,60,1008,9.36
2024-01-22,Delhi,37.86,41,1019,9.5
2024-01-23,Bangalore,20.2,73,1012,4.35
2024-01-24,Chennai,37.44,71,1024,5.49
2024-01-25,Kolkata,15.31,40,1010,6.93
2024-01-26,Mumbai,27.69,47,1003,1.72
2024-01-27,Delhi,25.8,87,1018,2.54
2024-01-28,Bangalore,27.08,71,1021,6.94
2024-01-29,Chennai,26.45,84,1024,2.31
2024-01-30,Kolkata,25.8,46,1015,3.71
2024-01-31,Mumbai,35.64,74,1004,1.3
2024-02-01,Delhi,32.11,44,1004,2.69
2024-02-02,Bangalore,21.82,45,1005,6.91
2024-02-03,Chennai,33.74,51,1022,8.01
2024-02-04,Kolkata,16.33,48,1009,3.15
2024-02-05,Mumbai,37.82,50,1024,0.95
2024-02-06,Delhi,24.72,71,1018,0.9
2024-02-07,Bangalore,29.18,41,1016,1.09
2024-02-08,Chennai,36.6,45,1003,4.98
2024-02-09,Kolkata,24.66,52,1008,2.73
2024-02-10,Mumbai,31.42,54,1024,9.54
2024-02-11,Delhi,15.96,58,1003,4.03
2024-02-12,Bangalore,38.43,58,1022,8.98
2024-02-13,Chennai,19.11,88,1013,5.65
2024-02-14,Kolkata,25.61,65,1009,4.75
2024-02-15,Mumbai,26.8,78,1017,9.48
2024-02-16,Delhi,38.12,64,1022,2.2
2024-02-17,Bangalore,33.8,45,1003,9.05
2024-02-18,Chennai,32.82,42,1014,4.92
2024-02-19,Kolkata,20.71,48,1001,6.06
2024-02-20,Mumbai,33.31,43,1016,8.81
2024-02-21,Delhi,25.55,41,1001,8.22
2024-02-22,Bangalore,24.37,47,1003,2.76
2024-02-23,Chennai,34.31,72,1018,4.7
2024-02-24,Kolkata,26.98,83,1022,7.86
2024-02-25,Mumbai,34.49,50,1005,1.46
2024-02-26,Delhi,26.9,50,1011,6.6
2024-02-27,Bangalore,21.05,40,1016,3.92
2024-02-28,Chennai,25.09,59,1005,1.44
2024-02-29,Kolkata,26.58,80,1005,6.11
2024-03-01,Mumbai,16.7,47,1010,7.4
2024-03-02,Delhi,19.85,52,1004,5.64
2024-03-03,Bangalore,18.66,58,1008,1.1
2024-03-04,Chennai,20.3,78,1006,5.97
2024-03-05,Kolkata,25.03,73,1006,9.91
2024-03-06,Mumbai,28.38,45,1022,2.36
2024-03-07,Delhi,37.05,84,1001,5.97
2024-03-08,Bangalore,26.17,76,1012,0.9
2024-03-09,Chennai,36.75,79,1000,8.62
2024-03-10,Kolkata,35.45,89,1004,3.43
2024-03-11,Mumbai,17.17,70,1018,1.64
2024-03-12,Delhi,18.95,59,1016,8.83
2024-03-13,Bangalore,31.02,74,1015,8.25
2024-03-14,Chennai,21.7,74,1013,7.58
2024-03-15,Kolkata,17.35,42,1025,6.79
2024-03-16,Mumbai,17.38,52,1024,8.75
2024-03-17,Delhi,30.22,87,1007,8.51
2024-03-18,Bangalore,32.57,86,1009,6.21
2024-03-19,Chennai,27.83,79,1017,7.96
2024-03-20,Kolkata,37.37,74,1015,8.53
2024-03-21,Mumbai,39.89,45,1004,9.27
2024-03-22,Delhi,34.42,88,1012,10.0
2024-03-23,Bangalore,23.04,89,1012,6.42
2024-03-24,Chennai,35.52,80,1004,2.69
2024-03-25,Kolkata,17.7,41,1025,7.66
2024-03-26,Mumbai,28.61,90,1004,6.07
2024-03-27,Delhi,22.33,90,1017,9.65
2024-03-28,Bangalore,22.3,51,1002,5.57
2024-03-29,Chennai,17.24,48,1001,5.38
2024-03-30,Kolkata,18.82,46,1009,5.92
2024-03-31,Mumbai,27.83,55,1010,4.38
2024-04-01,Delhi,26.24,52,1020,8.86
2024-04-02,Bangalore,17.05,65,1024,7.67
2024-04-03,Chennai,16.73,82,1012,1.21
2024-04-04,Kolkata,19.15,65,1011,7.22
2024-04-05,Mumbai,31.17,58,1018,9.85
2024-04-06,Delhi,29.2,51,1022,5.47
2024-04-07,Bangalore,39.35,50,1011,9.01
2024-04-08,Chennai,18.79,82,1006,2.43
2024-04-09,Kolkata,25.29,64,1013,5.76
2024-04-10,Mumbai,31.03,76,1023,3.05
2024-04-11,Delhi,38.55,50,1008,2.89
2024-04-12,Bangalore,36.29,69,1016,8.43
2024-04-13,Chennai,22.99,52,1014,1.62
2024-04-14,Kolkata,17.55,71,1004,6.15
2024-04-15,Mumbai,28.21,78,1016,8.81
2024-04-16,Delhi,30.24,78,1021,9.35
2024-04-17,Bangalore,39.54,62,1007,5.61
2024-04-18,Chennai,15.49,59,1024,3.33
2024-04-19,Kolkata,30.59,73,1014,8.8
2024-04-20,Mumbai,15.2,71,1003,6.48
2024-04-21,Delhi,18.6,79,1015,9.68
2024-04-22,Bangalore,35.63,67,1002,1.92
2024-04-23,Chennai,24.41,67,1008,4.06
2024-04-24,Kolkata,29.76,53,1008,7.1
2024-04-25,Mumbai,33.67,42,1018,4.23
2024-04-26,Delhi,34.49,78,1010,3.14
2024-04-27,Bangalore,16.37,87,1006,3.01
2024-04-28,Chennai,31.23,50,1001,5.82
2024-04-29,Kolkata,37.19,80,1012,6.68
2024-04-30,Mumbai,27.66,69,1018,9.68
2024-05-01,Delhi,24.35,84,1023,5.51
2024-05-02,Bangalore,30.22,50,1020,8.83
2024-05-03,Chennai,25.7,46,1001,1.54
2024-05-04,Kolkata,21.1,71,1010,6.78
2024-05-05,Mumbai,38.42,72,1008,6.53
2024-05-06,Delhi,23.83,85,1017,5.78
2024-05-07,Bangalore,17.06,48,1005,7.27
2024-05-08,Chennai,23.61,73,1008,1.45
2024-05-09,Kolkata,33.54,45,1010,3.34
2024-05-10,Mumbai,28.82,52,1009,8.36
2024-05-11,Delhi,22.9,84,1000,3.92
2024-05-12,Bangalore,25.84,60,1022,9.79
2024-05-13,Chennai,16.62,65,1006,1.14
2024-05-14,Kolkata,37.33,80,1019,6.32
2024-05-15,Mumbai,16.39,48,1025,6.29
2024-05-16,Delhi,16.43,64,1014,3.41
2024-05-17,Bangalore,24.38,47,1021,9.66
2024-05-18,Chennai,35.45,72,1015,7.53
2024-05-19,Kolkata,31.89,54,1012,8.33
2024-05-20,Mumbai,19.78,71,1018,3.41
2024-05-21,Delhi,21.95,54,1021,3.99
2024-05-22,Bangalore,22.59,68,1016,8.29
2024-05-23,Chennai,31.36,58,1018,6.79
2024-05-24,Kolkata,36.29,76,1014,3.02
2024-05-25,Mumbai,29.85,42,1010,8.51
2024-05-26,Delhi,22.49,68,1024,7.96
2024-05-27,Bangalore,38.23,71,1013,1.71
2024-05-28,Chennai,27.98,45,1016,6.1
2024-05-29,Kolkata,17.85,54,1024,4.66
2024-05-30,Mumbai,16.03,49,1015,9.01
2024-05-31,Delhi,19.24,53,1001,9.5
2024-06-01,Bangalore,20.11,73,1009,8.29
2024-06-02,Chennai,33.26,78,1005,5.72
2024-06-03,Kolkata,34.13,72,1003,1.17
2024-06-04,Mumbai,15.22,88,1015,6.37
2024-06-05,Delhi,22.02,61,1008,7.05
2024-06-06,Bangalore,33.0,51,1004,2.7
2024-06-07,Chennai,33.21,66,1006,4.69
2024-06-08,Kolkata,26.65,42,1020,9.27
2024-06-09,Mumbai,34.38,75,1005,9.11
2024-06-10,Delhi,21.38,41,1002,2.06
2024-06-11,Bangalore,35.26,62,1010,2.85
2024-06-12,Chennai,36.18,50,1018,0.88
2024-06-13,Kolkata,19.79,82,1013,4.32
2024-06-14,Mumbai,25.13,89,1003,4.4
2024-06-15,Delhi,30.95,52,1018,1.43
2024-06-16,Bangalore,30.27,83,1011,3.66
2024-06-17,Chennai,21.38,63,1016,5.39
2024-06-18,Kolkata,33.98,81,1005,5.11
2024-06-19,Mumbai,15.64,80,1011,9.37
2024-06-20,Delhi,34.62,88,1025,4.94
2024-06-21,Bangalore,29.75,88,1020,8.17
2024-06-22,Chennai,39.35,68,1003,4.12
2024-06-23,Kolkata,35.52,64,1020,5.93
2024-06-24,Mumbai,22.05,52,1012,5.45
2024-06-25,Delhi,27.73,52,1000,8.92
2024-06-26,Bangalore,26.26,64,1008,8.8
2024-06-27,Chennai,26.09,90,1005,3.33
2024-06-28,Kolkata,19.23,52,1014,8.13
2024-06-29,Mumbai,35.22,79,1021,2.81
2024-06-30,Delhi,28.17,77,1011,1.63
2024-07-01,Bangalore,26.31,89,1016,9.97
2024-07-02,Chennai,16.98,43,1022,1.26
2024-07-03,Kolkata,37.37,69,1022,7.64
2024-07-04,Mumbai,38.29,43,1006,9.61
2024-07-05,Delhi,22.76,85,1011,4.36
2024-07-06,Bangalore,22.34,56,1012,1.68
2024-07-07,Chennai,34.87,66,1025,1.24
2024-07-08,Kolkata,18.95,43,1020,8.06
2024-07-09,Mumbai,20.02,86,1021,7.59
2024-07-10,Delhi,35.03,42,1011,1.65
2024-07-11,Bangalore,28.9,62,1018,1.3
2024-07-12,Chennai,27.74,83,1015,6.29
2024-07-13,Kolkata,15.28,58,1010,2.22
2024-07-14,Mumbai,15.49,77,1009,9.64
2024-07-15,Delhi,30.77,41,1006,7.94
2024-07-16,Bangalore,18.08,86,1001,8.3
2024-07-17,Chennai,38.42,83,1024,2.95
2024-07-18,Kolkata,22.13,55,1002,8.97
2024-07-19,Mumbai,36.3,70,1018,3.31
2024-07-20,Delhi,24.12,87,1019,9.56
2024-07-21,Bangalore,23.52,47,1006,0.6
2024-07-22,Chennai,20.48,60,1002,6.07
2024-07-23,Kolkata,31.69,52,1024,6.5
2024-07-24,Mumbai,33.38,45,1009,4.42
2024-07-25,Delhi,18.53,90,1011,5.19
2024-07-26,Bangalore,30.42,65,1022,5.15
2024-07-27,Chennai,20.68,59,1001,1.84
2024-07-28,Kolkata,34.48,56,1022,1.56
2024-07-29,Mumbai,22.77,77,1013,2.09
2024-07-30,Delhi,16.99,64,1004,0.59
2024-07-31,Bangalore,21.93,89,1007,0.99
2024-08-01,Chennai,19.82,55,1004,7.41
2024-08-02,Kolkata,34.29,48,1005,9.17
2024-08-03,Mumbai,28.98,54,1025,5.94
2024-08-04,Delhi,19.23,75,1014,0.96
2024-08-05,Bangalore,17.55,66,1011,5.31
2024-08-06,Chennai,25.34,72,1021,3.09
2024-08-07,Kolkata,38.56,57,1024,8.11
2024-08-08,Mumbai,30.19,51,1017,9.45
2024-08-09,Delhi,33.76,58,1007,8.08
2024-08-10,Bangalore,34.2,57,1005,6.21
2024-08-11,Chennai,25.17,83,1007,8.08
2024-08-12,Kolkata,25.89,78,1015,3.42
2024-08-13,Mumbai,34.5,62,1001,8.61
2024-08-14,Delhi,37.54,46,1000,0.74
2024-08-15,Bangalore,38.5,40,1001,6.36
2024-08-16,Chennai,30.48,84,1016,6.49
2024-08-17,Kolkata,37.77,89,1012,4.1
2024-08-18,Mumbai,17.3,74,1016,6.98
2024-08-19,Delhi,26.41,88,1015,4.15
2024-08-20,Bangalore,37.11,60,1000,8.48
2024-08-21,Chennai,21.3,44,1007,1.03
2024-08-22,Kolkata,28.36,47,1014,3.21
2024-08-23,Mumbai,29.47,65,1013,6.2
2024-08-24,Delhi,33.42,84,1013,7.71
2024-08-25,Bangalore,23.67,46,1018,9.11
2024-08-26,Chennai,37.42,88,1018,5.6
2024-08-27,Kolkata,24.24,72,1007,6.91
2024-08-28,Mumbai,29.87,70,1021,1.46
2024-08-29,Delhi,24.33,85,1011,8.11
2024-08-30,Bangalore,39.04,72,1010,3.02
2024-08-31,Chennai,25.59,64,1024,7.02
2024-09-01,Kolkata,28.6,52,1011,7.1
2024-09-02,Mumbai,32.02,43,1024,1.39
2024-09-03,Delhi,37.23,72,1021,1.9
2024-09-04,Bangalore,32.97,57,1023,9.16
2024-09-05,Chennai,37.48,64,1006,4.45
2024-09-06,Kolkata,21.11,73,1021,2.23
2024-09-07,Mumbai,34.47,47,1009,8.78
2024-09-08,Delhi,31.28,41,1005,3.02
2024-09-09,Bangalore,20.5,42,1022,8.44
2024-09-10,Chennai,25.79,45,1002,1.52
2024-09-11,Kolkata,28.22,76,1016,8.91
2024-09-12,Mumbai,18.66,65,1011,4.08
2024-09-13,Delhi,23.9,51,1010,9.0
2024-09-14,Bangalore,39.91,77,1002,1.25
2024-09-15,Chennai,20.48,85,1002,7.18
2024-09-16,Kolkata,24.31,60,1003,9.51
2024-09-17,Mumbai,29.3,59,1006,4.15
2024-09-18,Delhi,31.37,60,1021,0.84
2024-09-19,Bangalore,25.39,45,1013,5.7
2024-09-20,Chennai,16.38,45,1012,9.6
2024-09-21,Kolkata,18.34,64,1009,8.13
2024-09-22,Mumbai,26.78,90,1018,5.2
2024-09-23,Delhi,36.49,42,1001,0.68
2024-09-24,Bangalore,28.0,88,1016,4.24
2024-09-25,Chennai,26.26,78,1002,2.77
2024-09-26,Kolkata,23.64,50,1001,0.75
2022-01-01,Mumbai,37.46,89,1013,1.35
2022-01-02,Delhi,15.11,49,1000,3.61
2022-01-03,Bangalore,32.3,70,1018,0.9
2022-01-04,Chennai,25.01,85,1006,1.72
2022-01-05,Kolkata,17.55,57,1003,4.26
2022-01-06,Mumbai,25.23,53,1001,7.36
2022-01-07,Delhi,28.03,48,1002,9.28
2022-01-08,Bangalore,20.22,60,1022,9.68
2022-01-09,Chennai,15.79,44,1018,7.57
2022-01-10,Kolkata,31.13,56,1021,8.56
2022-01-11,Mumbai,33.35,65,1015,8.83
2022-01-12,Delhi,24.77,84,1015,1.04
2022-01-13,Bangalore,30.68,58,1011,2.46
2022-01-14,Chennai,19.42,90,1014,5.1
2022-01-15,Kolkata,22.69,60,1022,3.33
2022-01-16,Mumbai,19.0,82,1002,3.32
2022-01-17,Delhi,25.93,85,1012,4.17
2022-01-18,Bangalore,31.21,59,1014,6.21
2022-01-19,Chennai,37.33,82,1021,4.84
2022-01-20,Kolkata,16.32,63,1011,4.31
2022-01-21,Mumbai,20.37,67,1017,1.21
2022-01-22,Delhi,29.12,83,1016,5.01
2022-01-23,Bangalore,18.97,51,1003,3.38
2022-01-24,Chennai,15.55,76,1024,1.8
2022-01-25,Kolkata,18.55,71,1004,2.24
2022-01-26,Mumbai,21.23,78,1000,3.96
2022-01-27,Delhi,29.3,77,1015,4.19
2022-01-28,Bangalore,15.3,56,1017,9.16
2022-01-29,Chennai,28.38,70,1003,3.99
2022-01-30,Kolkata,24.69,87,1023,7.9
2022-01-31,Mumbai,39.61,45,1004,9.02
2022-02-01,Delhi,21.6,40,1009,5.45
2022-02-02,Bangalore,37.05,71,1006,1.41
2022-02-03,Chennai,25.82,66,1018,4.36
2022-02-04,Kolkata,35.58,79,1025,2.87
2022-02-05,Mumbai,19.54,63,1004,1.16
2022-02-06,Delhi,36.28,51,1011,2.49
2022-02-07,Bangalore,26.68,79,1009,3.07
2022-02-08,Chennai,26.33,40,1018,5.93
2022-02-09,Kolkata,24.5,50,1016,9.26
2022-02-10,Mumbai,23.28,47,1013,5.33
2022-02-11,Delhi,38.86,74,1013,3.87
2022-02-12,Bangalore,26.25,61,1019,4.02
2022-02-13,Chennai,31.68,87,1017,5.63
2022-02-14,Kolkata,24.62,81,1021,7.41
2022-02-15,Mumbai,27.19,40,1022,1.26
2022-02-16,Delhi,36.17,42,1012,2.74
2022-02-17,Bangalore,29.17,84,1016,0.86
2022-02-18,Chennai,17.39,66,1022,7.96
